Phrase,Cluster Label
emmanuelle devos,577
ernie sabella,227
new world,478
slow parts,204
nice scenery,556
luis guzman,409
previous years,131
great actresses,301
inside joke,567
uma thurman,243
unfortunate events,174
disturbing movie,143
perfect match,288
fine films,85
pure crap,34
acting lessons,254
dramatic role,383
new release,511
french language,505
upper class,578
only son,135
elizabeth banks,549
big mistake,367
good moment,98
brilliant idea,492
